Time Stamp,Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Absolute Pressure (TSM) (hPa),Pitch Angle (Degrees),Roll Angle (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_13_5,0.91,75,-0.88,-0.23,0,29.59,43.06,1000.5,-0.1,-0.3,38.7,47.99,43.06,998.74
2025_10_9_13_13_5,0.95,75,-0.92,-0.25,0.02,29.65,43.04,1000.48,-0.1,-0.3,38.71,48,43.08,998.66
2025_10_9_13_13_5,0.97,72,-0.92,-0.3,-0.02,29.67,43.01,1000.5,-0.1,-0.3,38.71,48.05,43.06,998.74
2025_10_9_13_13_6,0.98,70,-0.92,-0.33,-0.09,29.67,42.98,1000.5,-0.1,-0.3,38.71,48.09,43.08,998.54
2025_10_9_13_13_6,0.97,69,-0.9,-0.35,-0.09,29.74,43.02,1000.49,-0.1,-0.3,38.7,48.01,43.08,998.78
2025_10_9_13_13_6,0.96,63,-0.85,-0.44,-0.05,29.8,43.03,1000.49,-0.1,-0.3,38.71,48.02,43.08,998.66
2025_10_9_13_13_6,0.98,56,-0.82,-0.55,0.02,30.11,43.05,1000.49,-0.1,-0.3,38.72,48.09,43.1,998.7
2025_10_9_13_13_6,0.9,65,-0.78,-0.37,0.23,30.61,43,1000.49,-0.2,-0.4,38.71,48.04,43.1,998.7
2025_10_9_13_13_7,0.89,85,-0.87,-0.08,0.14,30.55,43.02,1000.5,0,-0.2,38.72,48.05,43.1,998.58
2025_10_9_13_13_7,1.08,80,-1.05,-0.18,0.12,30.11,43.01,1000.49,0,-0.1,38.75,48.01,43.1,998.7
2025_10_9_13_13_7,1.14,92,-1.13,0.04,0.21,30,43,1000.5,0.2,-0.4,38.75,48.06,43.1,998.58
2025_10_9_13_13_7,0.93,90,-0.93,0,0,29.98,43.01,1000.49,-0.2,-0.4,38.76,48.07,43.12,998.62
2025_10_9_13_13_7,0.97,86,-0.97,-0.07,0.03,29.62,42.99,1000.5,0,-0.2,38.74,48.05,43.12,998.74
2025_10_9_13_13_8,1,95,-1,0.09,-0.02,29.75,43.01,1000.49,0,-0.4,38.76,48.04,43.12,998.62
2025_10_9_13_13_8,0.95,86,-0.94,-0.07,-0.03,29.81,42.98,1000.49,-0.2,-0.4,38.76,48.08,43.12,998.62
2025_10_9_13_13_8,0.97,85,-0.97,-0.09,0,29.54,42.98,1000.49,-0.1,-0.1,38.76,48.02,43.12,998.62
2025_10_9_13_13_8,1.13,108,-1.07,0.36,-0.03,29.52,43.01,1000.49,-0.2,-0.3,38.75,48.05,43.13,998.66
2025_10_9_13_13_8,1.08,105,-1.04,0.29,-0.01,29.74,42.95,1000.51,0,-0.8,38.76,48.03,43.13,998.66
2025_10_9_13_13_9,1.06,87,-1.06,-0.05,-0.09,29.69,42.98,1000.49,-0.5,0.1,38.76,48.05,43.13,998.66
2025_10_9_13_13_9,1.08,81,-1.06,-0.18,-0.11,29.86,42.91,1000.48,0.3,-1,38.75,47.98,43.13,998.66
2025_10_9_13_13_9,1,80,-0.98,-0.17,-0.12,29.92,42.94,1000.49,-0.4,0.3,38.75,48,43.15,998.58
2025_10_9_13_13_9,0.8,75,-0.77,-0.2,-0.09,30.04,42.91,1000.48,-0.4,-0.3,38.76,47.96,43.15,998.58
2025_10_9_13_13_9,0.75,74,-0.71,-0.21,-0.09,30.02,42.91,1000.49,0.2,-0.7,38.75,47.97,43.15,998.7
2025_10_9_13_13_10,0.81,73,-0.77,-0.24,-0.06,29.82,42.9,1000.5,0.1,0.2,38.74,48.02,43.17,998.62
2025_10_9_13_13_10,0.73,80,-0.71,-0.13,-0.1,29.78,42.87,1000.49,-0.2,-0.1,38.76,47.99,43.17,998.74
2025_10_9_13_13_10,0.7,79,-0.68,-0.14,-0.11,29.76,42.86,1000.49,0.1,-1.1,38.76,48,43.17,998.74
2025_10_9_13_13_10,0.57,92,-0.54,0.02,-0.16,29.97,42.87,1000.48,-1.7,-4.9,38.76,47.95,43.17,998.62
2025_10_9_13_13_10,0.62,109,-0.58,0.2,-0.11,29.91,42.85,1000.47,1.6,2.8,38.75,47.97,43.19,998.66
2025_10_9_13_13_11,0.75,95,-0.67,0.06,-0.33,29.76,42.85,1000.45,1.5,1.7,38.76,47.94,43.19,998.43
2025_10_9_13_13_11,0.66,125,-0.47,0.33,-0.32,29.46,42.83,1000.44,1.4,-2.7,38.76,47.97,43.19,998.43
2025_10_9_13_13_11,0.71,133,-0.49,0.47,-0.22,29.5,42.86,1000.46,-0.4,3.8,38.75,47.98,43.19,998.54
2025_10_9_13_13_11,0.72,151,-0.34,0.62,-0.14,29.64,42.83,1000.43,0.1,4,38.78,47.99,43.19,998.54
2025_10_9_13_13_11,0.83,162,-0.26,0.78,0.1,29.74,42.82,1000.41,2,-0.2,38.77,47.92,43.19,998.43
2025_10_9_13_13_12,0.35,63,-0.2,-0.11,0.27,29.92,42.82,1000.41,0.5,0.8,38.77,47.94,43.19,998.43
2025_10_9_13_13_12,0.29,350,0.02,-0.11,0.27,30.19,42.77,1000.43,0.3,-1,38.78,47.89,43.2,998.35
2025_10_9_13_13_12,0.28,180,0,0.25,0.11,30.09,42.77,1000.43,-0.1,0.9,38.76,47.82,43.2,998.46
2025_10_9_13_13_12,0.36,41,-0.24,-0.27,0.04,29.87,42.74,1000.45,0.6,1.7,38.78,47.82,43.2,998.35
2025_10_9_13_13_12,0.68,25,-0.29,-0.61,-0.06,29.69,42.74,1000.43,0,0.4,38.78,47.78,43.2,998.46
2025_10_9_13_13_13,0.82,14,-0.19,-0.78,0.16,29.67,42.73,1000.43,-0.4,2.1,38.77,47.73,43.2,998.46
2025_10_9_13_13_13,0.24,29,-0.11,-0.2,0.09,29.66,42.76,1000.44,1.9,-2,38.77,47.66,43.2,998.46
2025_10_9_13_13_13,0.77,171,-0.12,0.76,0.02,29.53,42.72,1000.45,1.8,0.7,38.75,47.63,43.2,998.35
2025_10_9_13_13_13,1.42,195,0.36,1.35,0.22,29.54,42.65,1000.42,-1.8,-0.2,38.76,47.55,43.22,998.5
2025_10_9_13_13_13,0.9,162,-0.28,0.84,0.16,29.63,42.63,1000.44,-0.8,-0.7,38.76,47.51,43.22,998.39
2025_10_9_13_13_14,0.71,185,0.06,0.7,-0.11,29.7,42.72,1000.44,1.2,-0.3,38.76,47.53,43.2,998.35
2025_10_9_13_13_14,0.9,160,-0.3,0.82,0.23,29.87,42.65,1000.43,1.2,1.6,38.75,47.44,43.22,998.39
2025_10_9_13_13_14,0.8,162,-0.24,0.74,0.16,29.63,42.64,1000.39,-0.2,0.1,38.75,47.46,43.22,998.39
2025_10_9_13_13_14,0.23,115,-0.19,0.09,-0.09,29.5,42.67,1000.4,0.8,-1.5,38.77,47.43,43.22,998.5
2025_10_9_13_13_14,0.23,140,-0.11,0.14,-0.14,29.52,42.57,1000.39,0.3,0.6,38.74,47.33,43.22,998.5
2025_10_9_13_13_15,0.68,225,0.36,0.36,-0.45,29.31,42.54,1000.37,-1.3,0.5,38.74,47.3,43.22,998.5
2025_10_9_13_13_15,1.05,238,0.69,0.43,-0.67,29.31,42.53,1000.37,-0.1,-0.2,38.74,47.27,43.24,998.43
2025_10_9_13_13_15,1.22,257,0.96,0.23,-0.72,29.36,42.56,1000.37,-0.1,1.1,38.74,47.22,43.22,998.39
2025_10_9_13_13_15,1.1,187,0.14,1.04,0.3,29.46,42.5,1000.37,0.9,0.7,38.75,47.18,43.22,998.39
2025_10_9_13_13_15,3.08,195,0.75,2.76,1.16,29.58,42.49,1000.36,0.8,1.9,38.76,47.15,43.22,998.27
2025_10_9_13_13_16,3.1,202,1.06,2.68,1.15,29.62,42.49,1000.36,-0.5,-0.1,38.76,47.12,43.22,998.5
2025_10_9_13_13_16,0.58,176,-0.04,0.58,-0.05,29.44,42.52,1000.36,0.4,1.1,38.74,47.05,43.22,998.5
2025_10_9_13_13_16,0.47,168,-0.09,0.43,-0.17,29.36,42.49,1000.36,-0.5,-0.1,38.77,47.04,43.22,998.39
2025_10_9_13_13_16,0.57,168,-0.12,0.54,-0.14,29.35,42.44,1000.35,0.7,0.2,38.75,47.04,43.22,998.39
2025_10_9_13_13_16,0.75,162,-0.22,0.7,0.15,29.39,42.51,1000.33,0,1.6,38.76,47,43.22,998.39
2025_10_9_13_13_17,0.66,158,-0.22,0.55,0.29,29.84,42.43,1000.34,0.4,1.6,38.77,46.97,43.22,998.5
2025_10_9_13_13_17,0.35,158,-0.1,0.23,0.24,29.81,42.38,1000.35,-0.2,-1.3,38.76,46.94,43.22,998.39
2025_10_9_13_13_17,0.09,33,-0.05,-0.07,0.02,29.59,42.4,1000.34,1.6,1.3,38.76,46.86,43.22,998.39
2025_10_9_13_13_17,0.38,167,-0.08,0.37,-0.05,29.43,42.39,1000.34,-0.3,-1.6,38.76,46.86,43.22,998.27
2025_10_9_13_13_17,0.44,168,-0.09,0.42,-0.09,29.41,42.37,1000.34,0.1,0.9,38.78,46.84,43.22,998.27
2025_10_9_13_13_18,1.08,186,0.1,1.05,0.25,29.32,42.3,1000.34,1.4,0.6,38.76,46.85,43.22,998.39
2025_10_9_13_13_18,3.93,198,1.13,3.55,1.24,29.36,42.32,1000.3,-0.8,-0.1,38.78,46.82,43.22,998.39
2025_10_9_13_13_18,1.91,193,0.42,1.77,0.58,29.61,42.36,1000.29,-0.5,0.9,38.8,46.79,43.22,998.39
2025_10_9_13_13_18,0.52,220,0.32,0.38,0.15,30.45,42.28,1000.27,0.4,0.4,38.8,46.76,43.22,998.27
2025_10_9_13_13_18,0.57,254,0.53,0.15,0.11,30.85,42.28,1000.26,1.3,0.2,38.81,46.75,43.22,998.27
2025_10_9_13_13_19,0.74,266,0.72,0.05,0.15,31,42.21,1000.24,-0.8,0,38.82,46.69,43.22,998.03
2025_10_9_13_13_19,0.84,274,0.8,-0.05,0.27,31.04,42.23,1000.2,0.8,0.7,38.81,46.66,43.22,998.27
2025_10_9_13_13_19,0.85,272,0.82,-0.03,0.22,30.92,42.2,1000.16,0.5,-0.2,38.81,46.61,43.22,998.15
2025_10_9_13_13_19,0.81,271,0.79,-0.01,0.17,30.94,42.2,1000.12,0,0.1,38.82,46.66,43.22,997.92
2025_10_9_13_13_19,0.87,278,0.84,-0.11,0.19,30.96,42.2,1000.08,0.6,1.5,38.82,46.54,43.22,998.03
2025_10_9_13_13_20,0.92,268,0.87,0.02,0.28,30.97,42.16,1000.03,-0.9,0.4,38.82,46.59,43.22,998.03
2025_10_9_13_13_20,1,266,0.94,0.06,0.35,30.99,42.13,999.99,-0.2,-0.2,38.84,46.53,43.24,998.07
2025_10_9_13_13_20,0.84,268,0.8,0.02,0.27,30.98,42.09,999.93,0.4,-0.1,38.82,46.52,43.24,997.84
2025_10_9_13_13_20,0.97,281,0.91,-0.17,0.31,30.85,42.09,999.86,1.4,-0.4,38.83,46.48,43.24,997.84
2025_10_9_13_13_20,0.86,282,0.79,-0.18,0.27,31.01,41.99,999.83,-0.3,1.2,38.83,46.47,43.24,997.84
2025_10_9_13_13_21,0.65,283,0.59,-0.14,0.24,30.98,42.02,999.74,-0.8,0,38.84,46.45,43.24,997.72
2025_10_9_13_13_21,0.79,276,0.75,-0.07,0.25,31.05,42,999.69,0.6,0.7,38.85,46.4,43.24,997.49
2025_10_9_13_13_21,0.65,275,0.59,-0.05,0.25,30.99,42,999.6,0.2,-0.9,38.83,46.4,43.24,997.49
2025_10_9_13_13_21,0.59,277,0.56,-0.06,0.18,30.85,41.92,999.52,0.1,1,38.84,46.36,43.24,997.49
2025_10_9_13_13_21,0.77,265,0.75,0.06,0.19,30.82,41.87,999.44,0.1,0.5,38.83,46.35,43.24,997.25
2025_10_9_13_13_22,0.74,256,0.67,0.17,0.27,30.85,41.89,999.34,0.3,-0.2,38.82,46.23,43.24,997.25
2025_10_9_13_13_22,0.84,246,0.74,0.33,0.23,30.79,41.86,999.25,-0.3,0.1,38.82,46.23,43.24,997.13
2025_10_9_13_13_22,1.17,255,1.12,0.29,0.15,30.52,41.83,999.16,0.6,0.4,38.83,46.28,43.24,997.01
2025_10_9_13_13_22,0.68,257,0.65,0.16,0.12,30.59,41.75,999.07,-0.4,-0.1,38.84,46.24,43.24,997.01
2025_10_9_13_13_22,0.68,256,0.61,0.15,0.25,30.64,41.76,998.95,1.1,0.9,38.84,46.15,43.24,996.78
2025_10_9_13_13_23,0.8,249,0.72,0.29,0.19,30.62,41.72,998.83,-0.1,0.2,38.82,46.15,43.25,996.7
2025_10_9_13_13_23,0.85,266,0.83,0.06,0.14,30.73,41.72,998.74,1.1,-0.1,38.82,46.15,43.25,996.58
2025_10_9_13_13_23,0.84,253,0.79,0.24,0.16,30.86,41.7,998.63,0.3,0.6,38.83,46.08,43.24,996.43
2025_10_9_13_13_23,1.05,248,0.94,0.38,0.25,30.78,41.64,998.51,-0.6,-0.1,38.82,46.1,43.25,996.35
2025_10_9_13_13_23,1.09,252,0.97,0.32,0.39,30.6,41.62,998.39,2.2,0.8,38.84,46.05,43.25,996.11
2025_10_9_13_13_24,0.88,264,0.81,0.08,0.32,30.65,41.59,998.27,-0.2,1.2,38.82,46.05,43.25,996.11
2025_10_9_13_13_24,0.97,260,0.88,0.15,0.38,30.57,41.56,998.17,0.5,0.4,38.83,46.04,43.25,996
2025_10_9_13_13_24,0.9,292,0.79,-0.32,0.29,30.52,41.55,998.04,-1,0,38.81,46.02,43.25,995.76
2025_10_9_13_13_24,0.89,277,0.83,-0.1,0.3,30.53,41.52,997.93,2.3,2.1,38.81,45.98,43.27,995.68
2025_10_9_13_13_24,2.93,216,1.6,2.2,1.08,30.08,41.49,997.79,-0.9,0.9,38.83,45.93,43.27,995.68
2025_10_9_13_13_25,4.44,211,2.15,3.55,1.57,29.77,41.44,997.69,1.2,-0.1,38.82,45.94,43.27,995.56
2025_10_9_13_13_25,3.43,198,1.05,3.18,0.72,29.78,41.43,997.57,0.8,0.6,38.82,45.87,43.27,995.45
2025_10_9_13_13_25,1.01,226,0.66,0.63,0.45,30.16,41.43,997.47,0.2,1.3,38.83,45.87,43.27,995.33
2025_10_9_13_13_25,1.1,227,0.77,0.73,0.3,30.15,41.36,997.36,1.4,1.4,38.8,45.85,43.27,995.09
2025_10_9_13_13_25,1.96,202,0.73,1.78,0.38,29.97,41.36,997.23,-0.2,1.4,38.81,45.84,43.27,994.98
2025_10_9_13_13_26,2.36,204,0.93,2.09,0.55,29.88,41.29,997.11,1,0.4,38.8,45.83,43.29,994.9
2025_10_9_13_13_26,3.61,197,1.03,3.44,0.39,29.75,41.33,996.99,0.3,0.6,38.81,45.81,43.29,994.9
2025_10_9_13_13_26,3.49,200,1.19,3.27,0.3,29.7,41.25,996.86,1.3,-0.1,38.82,45.79,43.27,994.74
2025_10_9_13_13_26,3.66,192,0.74,3.58,0.17,29.63,41.28,996.75,1.2,1.3,38.81,45.78,43.27,994.51
2025_10_9_13_13_26,2.45,195,0.64,2.34,0.3,29.37,41.25,996.62,-0.1,0.8,38.82,45.79,43.29,994.54
2025_10_9_13_13_27,4.92,200,1.59,4.35,1.67,29.39,41.23,996.52,-0.2,2,38.83,45.76,43.29,994.43
2025_10_9_13_13_27,7.38,202,2.54,6.21,3.08,29.14,41.25,996.4,1,0.9,38.84,45.75,43.29,994.19
2025_10_9_13_13_27,6.17,206,2.51,5.09,2.43,29.04,41.17,996.29,1.3,0.8,38.82,45.7,43.29,994.19
2025_10_9_13_13_27,5.81,191,0.96,5.02,2.77,28.88,41.15,996.18,-1.2,2,38.83,45.72,43.29,994.07
2025_10_9_13_13_27,7.06,205,2.74,5.73,3.09,29.12,41.18,996.05,1.1,-0.1,38.85,45.75,43.29,994.07
2025_10_9_13_13_28,4.21,211,1.82,3.06,2.25,29.49,41.17,995.92,0.8,1.5,38.82,45.7,43.29,993.84
2025_10_9_13_13_28,0.76,217,0.23,0.31,0.65,29.74,41.15,995.79,0.1,1.3,38.85,45.69,43.29,993.6
2025_10_9_13_13_28,1.42,214,0.76,1.14,0.37,29.71,41.15,995.69,-0.7,1.7,38.85,45.66,43.31,993.76
2025_10_9_13_13_28,2.48,200,0.86,2.32,0.15,29.36,41.07,995.57,0.5,0.3,38.87,45.69,43.31,993.41
2025_10_9_13_13_28,1.65,215,0.91,1.28,0.52,29.52,41.04,995.45,2,1.8,38.85,45.62,43.31,993.29
2025_10_9_13_13_29,1.4,215,0.77,1.1,0.43,29.79,41.03,995.33,-0.1,-0.1,38.85,45.67,43.31,993.17
2025_10_9_13_13_29,1.21,217,0.69,0.93,0.35,29.72,41,995.21,0.2,0.6,38.86,45.65,43.31,993.17
2025_10_9_13_13_29,1.95,206,0.84,1.69,0.51,29.52,41.02,995.08,2.2,0.2,38.88,45.63,43.31,992.94
2025_10_9_13_13_29,2.07,221,1.31,1.48,0.64,29.58,41.03,994.97,0.9,1.4,38.88,45.62,43.31,992.82
2025_10_9_13_13_29,3.03,215,1.61,2.3,1.13,29.85,40.92,994.84,1.2,1.3,38.88,45.6,43.31,992.82
2025_10_9_13_13_30,2.88,216,1.56,2.17,1.09,29.65,40.98,994.74,0.2,0.2,38.89,45.57,43.31,992.58
2025_10_9_13_13_30,2.62,213,1.35,2.07,0.88,29.51,40.91,994.62,0.5,0.5,38.9,45.57,43.31,992.47
2025_10_9_13_13_30,1.85,222,1.19,1.32,0.49,29.62,40.88,994.5,2,1.1,38.9,45.54,43.31,992.35
2025_10_9_13_13_30,2.53,211,1.23,2.04,0.86,29.64,40.85,994.37,0.9,0.8,38.91,45.58,43.32,992.15
2025_10_9_13_13_30,2.6,219,1.48,1.82,1.11,29.91,40.88,994.25,-0.4,0.3,38.91,45.52,43.32,992.15
2025_10_9_13_13_31,1.73,220,1.05,1.25,0.58,29.85,40.87,994.13,2.3,0.5,38.92,45.51,43.32,992.03
2025_10_9_13_13_31,1.6,228,1.15,1.04,0.37,29.78,40.82,994.03,0,0.7,38.92,45.52,43.32,991.92
2025_10_9_13_13_31,1.83,224,1.2,1.25,0.59,29.75,40.81,993.88,1.6,1.5,38.93,45.49,43.34,991.84
2025_10_9_13_13_31,1.88,226,1.26,1.22,0.68,29.8,40.73,993.77,0.4,0.3,38.93,45.5,43.34,991.72
2025_10_9_13_13_31,1.23,232,0.84,0.65,0.62,29.8,40.81,993.65,1.6,0.2,38.92,45.46,43.34,991.49
2025_10_9_13_13_32,1.91,216,1.07,1.46,0.61,29.69,40.79,993.54,1.1,0.8,38.93,45.44,43.32,991.45
2025_10_9_13_13_32,2.17,222,1.33,1.46,0.9,29.86,40.72,993.42,-0.5,0.4,38.89,45.44,43.34,991.37
2025_10_9_13_13_32,0.87,242,0.69,0.36,0.38,29.83,40.68,993.28,2.2,0.6,38.92,45.39,43.34,991.25
2025_10_9_13_13_32,0.78,226,0.45,0.44,0.46,29.95,40.7,993.17,-0.8,0.3,38.92,45.4,43.34,991.01
2025_10_9_13_13_32,2.02,206,0.81,1.67,0.79,29.76,40.67,993.04,2.2,1.6,38.94,45.39,43.34,990.78
2025_10_9_13_13_33,2.72,182,0.07,2.57,0.91,29.35,40.66,992.92,-0.2,-0.7,38.92,45.4,43.34,990.9
2025_10_9_13_13_33,3.03,207,1.28,2.52,1.11,29.42,40.66,992.78,1.9,1.2,38.92,45.38,43.34,990.66
2025_10_9_13_13_33,2.11,221,1.24,1.41,0.96,29.83,40.63,992.68,2.3,0.9,38.92,45.3,43.34,990.54
2025_10_9_13_13_33,2.21,225,1.41,1.4,0.98,29.77,40.65,992.56,1.8,0.6,38.93,45.3,43.36,990.47
2025_10_9_13_13_33,3.21,217,1.74,2.35,1.33,29.65,40.58,992.44,-0.8,-0.4,38.93,45.28,43.36,990.35
2025_10_9_13_13_34,3,217,1.66,2.2,1.19,29.59,40.6,992.31,0.5,0.7,38.92,45.29,43.36,990.23
2025_10_9_13_13_34,1.87,215,0.97,1.37,0.82,29.63,40.56,992.2,1.6,0.7,38.93,45.3,43.36,989.99
2025_10_9_13_13_34,2,221,1.15,1.34,0.95,29.71,40.53,992.06,1.3,1.1,38.93,45.27,43.36,990.11
2025_10_9_13_13_34,2.97,219,1.72,2.12,1.17,29.63,40.52,991.96,-0.2,0,38.92,45.3,43.38,989.8
2025_10_9_13_13_34,3.11,212,1.58,2.48,1.02,29.49,40.53,991.83,2.4,1.1,38.89,45.26,43.38,989.8
2025_10_9_13_13_35,3.27,220,1.87,2.21,1.51,29.32,40.51,991.71,0.9,1.1,38.9,45.22,43.38,989.8
2025_10_9_13_13_35,2.84,210,1.33,2.31,0.99,29.47,40.45,991.58,0.6,1.1,38.9,45.22,43.38,989.56
2025_10_9_13_13_35,2.65,214,1.38,2.05,0.95,29.6,40.46,991.46,-0.1,-0.3,38.89,45.2,43.38,989.21
2025_10_9_13_13_35,2.14,214,1.07,1.59,0.96,29.56,40.44,991.34,2.7,0.4,38.92,45.18,43.38,989.21
2025_10_9_13_13_35,1.73,211,0.76,1.27,0.89,29.56,40.44,991.23,1,1.2,38.92,45.18,43.38,989.09
2025_10_9_13_13_36,0.98,225,0.56,0.55,0.6,29.54,40.45,991.1,0,0.8,38.91,45.22,43.38,988.97
2025_10_9_13_13_36,0.85,221,0.48,0.55,0.45,29.69,40.42,990.98,1,-0.4,38.91,45.17,43.38,988.86
2025_10_9_13_13_36,0.84,212,0.39,0.62,0.39,29.63,40.37,990.86,0.3,0.1,38.91,45.15,43.39,988.78
2025_10_9_13_13_36,1.91,220,1.16,1.36,0.68,29.46,40.41,990.73,0.6,-0.4,38.92,45.15,43.39,988.54
2025_10_9_13_13_36,2.02,254,1.8,0.51,0.76,29.13,40.34,990.61,1.5,1.9,38.91,45.13,43.39,988.54
2025_10_9_13_13_37,2.1,225,1.47,1.49,-0.02,28.74,40.36,990.47,1.3,-0.5,38.91,45.14,43.39,988.31
2025_10_9_13_13_37,2.24,224,1.56,1.61,-0.04,28.47,40.32,990.33,1.6,1.8,38.91,45.13,43.39,988.19
2025_10_9_13_13_37,6.72,164,-1.74,6.15,2.07,28.38,40.32,990.2,1.2,-0.9,38.9,45.11,43.39,988.07
2025_10_9_13_13_37,8.16,164,-2.17,7.39,2.69,28.37,40.35,990.1,1.7,0.8,38.89,45.07,43.39,988.07
2025_10_9_13_13_37,8.25,163,-2.28,7.54,2.44,28.38,40.3,989.97,1.7,1.1,38.9,45.06,43.39,987.84
2025_10_9_13_13_38,4.05,182,0.11,3.98,0.76,28.28,40.28,989.83,2,0,38.89,45.01,43.39,987.95
2025_10_9_13_13_38,2.77,183,0.12,2.39,-1.39,28.22,40.25,989.72,2.1,1.2,38.88,45,43.41,987.64
2025_10_9_13_13_38,7.8,208,3.65,6.88,0.42,28.25,40.25,989.6,2,0.6,38.89,45.03,43.39,987.48
2025_10_9_13_13_38,4.71,200,1.63,4.42,-0.22,28.32,40.24,989.49,2.6,-0.4,38.88,45.06,43.39,987.48
2025_10_9_13_13_38,7.24,211,3.69,6.23,-0.21,28.36,40.21,989.36,2,0.1,38.87,45.04,43.39,987.25
2025_10_9_13_13_39,6.97,206,3.02,6.29,0.1,28.3,40.24,989.23,2.2,0.4,38.88,45.03,43.39,987.25
2025_10_9_13_13_39,3,175,-0.22,2.75,-1.18,28.25,40.21,989.12,2.2,0.7,38.86,45.04,43.39,987.25
2025_10_9_13_13_39,3.25,184,0.21,3,-1.23,28.27,40.19,989,2,0.6,38.87,45,43.41,987.05
2025_10_9_13_13_39,4.28,188,0.58,4.14,-0.95,28.23,40.2,988.88,1.5,-0.5,38.87,45,43.39,986.9
2025_10_9_13_13_39,5.14,199,1.7,4.85,-0.05,28.23,40.19,988.76,1.1,1.2,38.85,45.01,43.39,986.78
2025_10_9_13_13_40,4.51,194,1.05,4.11,-1.52,28.22,40.17,988.65,1.2,0.2,38.87,45.01,43.39,986.54
2025_10_9_13_13_40,3.08,211,1.58,2.6,0.45,28.04,40.2,988.52,3,0,38.84,44.95,43.39,986.66
2025_10_9_13_13_40,6.08,167,-1.3,5.69,1.69,28.15,40.16,988.41,1.5,1.6,38.86,44.92,43.39,986.54
2025_10_9_13_13_40,6.42,158,-2.32,5.68,1.89,28.22,40.19,988.28,2.2,0.8,38.85,44.93,43.39,986.31
2025_10_9_13_13_40,6.58,149,-3.25,5.35,2.06,28.42,40.1,988.19,0.7,-1.2,38.86,44.91,43.39,986.19
2025_10_9_13_13_41,5.17,150,-2.31,3.96,2.39,28.79,40.14,988.08,1.1,0.1,38.86,44.91,43.39,985.95
2025_10_9_13_13_41,4.78,130,-3.28,2.76,2.11,28.95,40.12,987.98,1.2,0.5,38.86,44.93,43.39,985.95
2025_10_9_13_13_41,3.48,144,-1.97,2.71,0.96,28.98,40.1,987.86,1.8,0.7,38.85,44.92,43.39,985.95
2025_10_9_13_13_41,3.31,152,-1.35,2.54,1.65,29.1,40.11,987.77,0.2,-0.4,38.84,44.94,43.39,985.84
2025_10_9_13_13_41,3.48,152,-1.41,2.66,1.75,29.13,40.1,987.63,2.1,0,38.84,44.87,43.39,985.48
2025_10_9_13_13_42,1.06,190,0.13,0.78,0.71,29.18,40.11,987.53,1.6,-0.3,38.84,44.87,43.39,985.6
2025_10_9_13_13_42,2.98,216,1.65,2.26,1.04,29.15,40.03,987.41,0.9,1.3,38.85,44.92,43.38,985.33
2025_10_9_13_13_42,2.54,204,0.98,2.18,0.88,28.92,40.05,987.29,-0.2,-0.1,38.85,44.88,43.38,985.33
2025_10_9_13_13_42,2.77,201,0.96,2.46,0.83,28.68,40.08,987.16,1.3,1.1,38.83,44.88,43.38,985.21
2025_10_9_13_13_42,2.07,204,0.74,1.66,1,28.78,40.07,987.05,0.1,0.9,38.85,44.87,43.39,985.01
2025_10_9_13_13_43,1.7,226,1.1,1.07,0.74,28.79,40.01,986.93,1,-0.1,38.84,44.88,43.38,984.86
2025_10_9_13_13_43,0.89,193,0.17,0.75,0.46,28.69,40.05,986.82,1.4,1.3,38.85,44.87,43.38,984.62
2025_10_9_13_13_43,1.87,225,1.32,1.32,-0.12,28.49,39.97,986.68,0.4,0.7,38.85,44.84,43.38,984.62
2025_10_9_13_13_43,0.74,203,0.27,0.63,0.27,28.35,40.02,986.56,1.4,1,38.84,44.88,43.38,984.5
2025_10_9_13_13_43,3.06,214,1.62,2.4,0.99,28.6,40.05,986.46,3,1.2,38.81,44.81,43.38,984.39
2025_10_9_13_13_44,2.66,197,0.73,2.44,0.79,28.63,40.02,986.35,0.9,0,38.82,44.8,43.38,984.39
2025_10_9_13_13_44,1.05,219,0.66,0.81,0,28.47,40.02,986.21,0.8,0.9,38.8,44.79,43.38,984.03
2025_10_9_13_13_44,2.42,190,0.43,2.38,-0.01,28.41,39.97,986.1,0.4,1.1,38.81,44.78,43.38,983.91
2025_10_9_13_13_44,1.62,211,0.8,1.34,0.43,28.85,39.99,986,0,0.3,38.82,44.83,43.38,984.03
2025_10_9_13_13_44,0.91,253,0.79,0.24,0.38,29.25,39.95,985.89,1.8,0.1,38.8,44.82,43.38,983.91
2025_10_9_13_13_45,1.29,227,0.91,0.85,0.33,28.99,39.94,985.77,0.8,0.7,38.8,44.82,43.39,983.84
2025_10_9_13_13_45,1.71,226,1.22,1.19,0.15,28.7,39.91,985.64,0.4,0.8,38.8,44.82,43.38,983.44
2025_10_9_13_13_45,1.35,222,0.89,1.01,0.09,28.61,39.88,985.53,-0.5,0.4,38.8,44.78,43.38,983.56
2025_10_9_13_13_45,2.05,199,0.68,1.92,0.26,28.57,39.91,985.41,2.3,1.5,38.79,44.77,43.38,983.33
2025_10_9_13_13_45,3.17,210,1.59,2.7,0.51,28.54,39.88,985.31,0.6,0.5,38.8,44.79,43.38,983.33
